account number,name,sku,quantity,unit price,ext price,date
412290,Jerde-Hilpert,S2-78676,36,62.42,2247.12,2014-08-19 01:47:43
714466,Trantow-Barrows,S2-83881,36,94.18,3390.48,2014-08-19 05:58:03
527099,Sanford and Sons,S2-83881,44,96.36,4239.84,2014-08-19 07:15:01
527099,Sanford and Sons,B1-33087,15,60.27,904.05,2014-08-19 11:50:44
424914,White-Trantow,B1-05914,1,46.73,46.73,2014-08-19 21:21:35
383080,Will LLC,S1-47412,28,14.71,411.88,2014-08-20 15:53:24
729833,Koepp Ltd,B1-33364,29,53.5,1551.5,2014-08-21 09:24:18
714466,Trantow-Barrows,B1-04202,38,34.63,1315.94,2014-08-21 20:36:14
642753,Pollich LLC,B1-53636,12,23.47,281.64,2014-08-22 00:20:51
714466,Trantow-Barrows,S1-27722,2,70.56,141.12,2014-08-22 03:33:04
740150,Barton LLC,S2-77896,47,40.74,1914.78,2014-08-22 10:46:21
163416,Purdy-Kunde,S1-93683,46,81.59,3753.14,2014-08-22 20:27:09
642753,Pollich LLC,B1-53636,24,19.59,470.16,2014-08-23 06:24:35
729833,Koepp Ltd,S2-77896,47,57.91,2721.77,2014-08-23 06:58:58
740150,Barton LLC,B1-38851,17,59.48,1011.16,2014-08-23 13:39:08
729833,Koepp Ltd,S1-82801,16,66.61,1065.76,2014-08-23 22:49:26
146832,Kiehn-Spinka,B1-69924,39,21.71,846.69,2014-08-24 11:37:53
218895,Kulas Inc,S1-82801,16,22.65,362.4,2014-08-24 19:22:24
424914,White-Trantow,S2-83881,32,73.51,2352.32,2014-08-25 01:36:39
257198,"Cronin, Oberbrunner and Spencer",S2-78676,8,69.24,553.92,2014-08-25 15:46:02
714466,Trantow-Barrows,S2-77896,31,15.95,494.45,2014-08-25 18:41:23
786968,"Frami, Hills and Schmidt",B1-69924,22,51.65,1136.3,2014-08-25 20:14:16
146832,Kiehn-Spinka,S1-50961,2,11.77,23.54,2014-08-25 23:43:17
688981,Keeling LLC,B1-69924,46,29.15,1340.9,2014-08-26 05:08:25
729833,Koepp Ltd,B1-33087,24,70.45,1690.8,2014-08-26 07:19:31
307599,"Kassulke, Ondricka and Metz",S1-82801,35,64.8,2268,2014-08-26 07:43:20
424914,White-Trantow,B1-53102,41,81.25,3331.25,2014-08-26 11:44:30
424914,White-Trantow,S2-11481,32,17.12,547.84,2014-08-27 04:26:51
672390,Kuhn-Gusikowski,B1-33087,31,40.64,1259.84,2014-08-27 10:32:25
424914,White-Trantow,S2-82423,12,75.18,902.16,2014-08-27 14:04:32
146832,Kiehn-Spinka,S2-23246,49,42.81,2097.69,2014-08-27 15:40:04
729833,Koepp Ltd,S2-77896,28,67.54,1891.12,2014-08-27 22:33:37
424914,White-Trantow,S2-00301,13,68.74,893.62,2014-08-28 12:57:22
740150,Barton LLC,B1-20000,1,73.68,73.68,2014-08-29 01:14:06
714466,Trantow-Barrows,S2-23246,3,98.45,295.35,2014-08-29 01:53:27
642753,Pollich LLC,S2-82423,1,73.23,73.23,2014-08-29 03:12:15
424914,White-Trantow,S2-77896,24,27.55,661.2,2014-08-29 04:45:38
146832,Kiehn-Spinka,S1-47412,41,37.96,1556.36,2014-08-29 09:18:03
218895,Kulas Inc,B1-50809,5,97.24,486.2,2014-08-29 14:49:34
729833,Koepp Ltd,S1-50961,-1,50.33,-50.33,2014-08-29 15:14:20
740150,Barton LLC,S1-50961,38,42.12,1600.56,2014-08-29 19:35:15
239344,Stokes LLC,B1-65551,3,15.11,45.33,2014-08-29 19:35:45
740150,Barton LLC,B1-38851,45,49.97,2248.65,2014-08-29 23:20:40
218895,Kulas Inc,S2-10342,19,61.95,1177.05,2014-08-30 05:20:02
740150,Barton LLC,S1-27722,15,72.97,1094.55,2014-08-31 03:14:43
714466,Trantow-Barrows,S2-00301,11,98.43,1082.73,2014-08-31 12:01:44
141962,Herman LLC,B1-86481,15,65.72,985.8,2014-08-31 12:17:51
786968,"Frami, Hills and Schmidt",S2-23246,30,96.18,2885.4,2014-08-31 13:35:54
383080,Will LLC,S2-77896,43,46.99,2020.57,2014-09-01 12:48:14
737550,"Fritsch, Russel and Anderson",B1-20000,44,79.97,3518.68,2014-09-01 21:20:33
141962,Herman LLC,S1-93683,2,51,102,2014-09-01 21:24:24
257198,"Cronin, Oberbrunner and Spencer",S1-93683,21,78.48,1648.08,2014-09-02 07:34:25
146832,Kiehn-Spinka,B1-50809,26,61.97,1611.22,2014-09-02 18:08:08
786968,"Frami, Hills and Schmidt",S2-16558,47,15.1,709.7,2014-09-03 01:58:54
307599,"Kassulke, Ondricka and Metz",S2-83881,6,77.6,465.6,2014-09-03 02:36:16
218895,Kulas Inc,S1-50961,35,78.54,2748.9,2014-09-03 06:40:22
740150,Barton LLC,S2-34077,46,28.68,1319.28,2014-09-03 07:48:46
307599,"Kassulke, Ondricka and Metz",S1-27722,47,94.01,4418.47,2014-09-03 10:27:25
218895,Kulas Inc,S2-00301,43,58.42,2512.06,2014-09-03 12:27:53
412290,Jerde-Hilpert,S1-65481,13,37.67,489.71,2014-09-03 15:43:22
146832,Kiehn-Spinka,S2-78676,20,72.04,1440.8,2014-09-03 21:36:32
239344,Stokes LLC,S1-30248,32,50.26,1608.32,2014-09-04 04:14:23
218895,Kulas Inc,B1-53636,10,62.29,622.9,2014-09-04 09:00:53
527099,Sanford and Sons,B1-33364,28,90.5,2534,2014-09-04 09:41:41
786968,"Frami, Hills and Schmidt",B1-50809,30,66.58,1997.4,2014-09-04 17:10:41
527099,Sanford and Sons,S1-82801,7,85.83,600.81,2014-09-04 18:19:34
786968,"Frami, Hills and Schmidt",B1-38851,20,77.22,1544.4,2014-09-04 22:04:49
163416,Purdy-Kunde,B1-38851,41,98.69,4046.29,2014-09-05 01:52:32
714466,Trantow-Barrows,S1-30248,1,37.16,37.16,2014-09-05 06:17:19
729833,Koepp Ltd,S1-65481,48,16.04,769.92,2014-09-05 08:54:41
729833,Koepp Ltd,S2-11481,6,26.5,159,2014-09-05 16:33:15
737550,"Fritsch, Russel and Anderson",B1-33364,4,76.44,305.76,2014-09-06 08:59:08
729833,Koepp Ltd,S2-16558,10,50.57,505.7,2014-09-06 10:08:54
146832,Kiehn-Spinka,B1-50809,49,13.7,671.3,2014-09-06 10:21:03
672390,Kuhn-Gusikowski,B1-33364,29,26.6,771.4,2014-09-06 16:00:27
786968,"Frami, Hills and Schmidt",S2-78676,42,63.41,2663.22,2014-09-06 19:30:10
729833,Koepp Ltd,B1-38851,37,34.02,1258.74,2014-09-06 23:21:22
527099,Sanford and Sons,S1-30248,44,31.17,1371.48,2014-09-07 04:06:26
412290,Jerde-Hilpert,S1-47412,26,96.45,2507.7,2014-09-07 13:17:55
424914,White-Trantow,B1-38851,15,32.67,490.05,2014-09-08 03:43:38
672390,Kuhn-Gusikowski,S1-47412,4,79.64,318.56,2014-09-08 04:47:41
141962,Herman LLC,S1-27722,34,58.08,1974.72,2014-09-08 08:19:37
729833,Koepp Ltd,S2-78676,33,85.69,2827.77,2014-09-08 20:20:13
527099,Sanford and Sons,B1-04202,30,71.19,2135.7,2014-09-08 23:44:43
257198,"Cronin, Oberbrunner and Spencer",S2-82423,23,52.9,1216.7,2014-09-09 03:06:30
141962,Herman LLC,B1-86481,45,52.78,2375.1,2014-09-09 11:49:45
257198,"Cronin, Oberbrunner and Spencer",B1-50809,30,51.96,1558.8,2014-09-09 21:14:31
786968,"Frami, Hills and Schmidt",S2-83881,24,64.11,1538.64,2014-09-10 00:19:41
239344,Stokes LLC,B1-65551,43,15.24,655.32,2014-09-10 11:10:02
714466,Trantow-Barrows,S1-65481,24,14.26,342.24,2014-09-10 14:23:28
239344,Stokes LLC,S1-65481,32,23.48,751.36,2014-09-11 06:32:46
146832,Kiehn-Spinka,S2-82423,29,85.35,2475.15,2014-09-11 13:23:21
141962,Herman LLC,S2-11481,42,75.36,3165.12,2014-09-11 22:52:27
141962,Herman LLC,S1-30248,6,46.27,277.62,2014-09-12 06:15:14
714466,Trantow-Barrows,B1-33087,9,55.82,502.38,2014-09-12 10:39:03
146832,Kiehn-Spinka,B1-86481,12,74.58,894.96,2014-09-12 20:14:38
740150,Barton LLC,B1-65551,30,86.95,2608.5,2014-09-12 23:28:24
737550,"Fritsch, Russel and Anderson",S1-82801,6,29.74,178.44,2014-09-13 01:25:48
257198,"Cronin, Oberbrunner and Spencer",S1-50961,7,11.38,79.66,2014-09-13 20:54:59
642753,Pollich LLC,S2-11481,43,11.3,485.9,2014-09-14 19:05:41
672390,Kuhn-Gusikowski,S2-34077,33,13.42,442.86,2014-09-16 05:08:01
307599,"Kassulke, Ondricka and Metz",B1-65551,45,21.33,959.85,2014-09-16 07:22:40
740150,Barton LLC,B1-04202,35,69.52,2433.2,2014-09-16 08:31:02
740150,Barton LLC,S2-10342,25,18.13,453.25,2014-09-16 10:02:58
412290,Jerde-Hilpert,S1-27722,11,13.82,152.02,2014-09-16 12:29:41
604255,"Halvorson, Crona and Champlin",B1-05914,33,14.21,468.93,2014-09-16 14:18:17
740150,Barton LLC,S1-65481,26,71.87,1868.62,2014-09-16 15:32:02
239344,Stokes LLC,B1-33364,10,23.07,230.7,2014-09-16 21:37:14
424914,White-Trantow,S2-78676,45,91.63,4123.35,2014-09-17 01:28:28
642753,Pollich LLC,S1-50961,14,90.88,1272.32,2014-09-17 06:31:10
141962,Herman LLC,B1-05914,21,93.78,1969.38,2014-09-17 07:59:42
527099,Sanford and Sons,B1-53636,45,37.64,1693.8,2014-09-17 14:40:18
737550,"Fritsch, Russel and Anderson",S1-27722,47,78.88,3707.36,2014-09-18 10:16:00
604255,"Halvorson, Crona and Champlin",S2-78676,18,92.5,1665,2014-09-19 12:56:09
672390,Kuhn-Gusikowski,S1-06532,18,68.73,1237.14,2014-09-19 14:08:31
239344,Stokes LLC,S1-30248,37,26.81,991.97,2014-09-19 14:32:24
604255,"Halvorson, Crona and Champlin",B1-69924,17,48.48,824.16,2014-09-19 16:53:17
527099,Sanford and Sons,B1-50809,2,29.04,58.08,2014-09-19 19:10:52
527099,Sanford and Sons,B1-69924,12,44.13,529.56,2014-09-20 10:06:12
740150,Barton LLC,S2-78676,35,74.76,2616.6,2014-09-20 21:41:29
642753,Pollich LLC,B1-04202,21,28.1,590.1,2014-09-20 23:40:43
141962,Herman LLC,S1-65481,36,13.68,492.48,2014-09-21 00:46:18
307599,"Kassulke, Ondricka and Metz",S1-47412,11,19.36,212.96,2014-09-21 00:59:34
218895,Kulas Inc,S1-06532,29,42.75,1239.75,2014-09-21 11:27:55
714466,Trantow-Barrows,B1-38851,15,75.94,1139.1,2014-09-21 12:50:45
257198,"Cronin, Oberbrunner and Spencer",B1-04202,30,87.08,2612.4,2014-09-21 16:59:18
307599,"Kassulke, Ondricka and Metz",S2-34077,34,59.66,2028.44,2014-09-21 22:45:17
412290,Jerde-Hilpert,S1-47412,45,64.47,2901.15,2014-09-22 08:15:36
141962,Herman LLC,S2-83881,44,70.34,3094.96,2014-09-22 19:47:07
688981,Keeling LLC,S2-78676,35,12.15,425.25,2014-09-22 21:27:31
672390,Kuhn-Gusikowski,S2-34077,32,87.24,2791.68,2014-09-22 23:01:23
688981,Keeling LLC,S2-34077,38,39.05,1483.9,2014-09-23 00:44:07
218895,Kulas Inc,S2-34077,32,38.82,1242.24,2014-09-23 08:42:31
740150,Barton LLC,B1-53636,28,68.02,1904.56,2014-09-23 12:06:27
672390,Kuhn-Gusikowski,B1-86481,12,44.7,536.4,2014-09-23 13:13:43
714466,Trantow-Barrows,S2-83881,18,23.84,429.12,2014-09-23 18:31:34
307599,"Kassulke, Ondricka and Metz",S1-50961,48,30.87,1481.76,2014-09-23 18:38:52
737550,"Fritsch, Russel and Anderson",S1-50961,31,12.75,395.25,2014-09-23 22:45:16
729833,Koepp Ltd,B1-05914,30,12.68,380.4,2014-09-24 00:07:51
604255,"Halvorson, Crona and Champlin",S2-00301,6,40.17,241.02,2014-09-24 04:07:40
257198,"Cronin, Oberbrunner and Spencer",S1-93683,41,67.04,2748.64,2014-09-24 10:38:51
257198,"Cronin, Oberbrunner and Spencer",S1-27722,46,61.51,2829.46,2014-09-24 13:48:08
383080,Will LLC,B1-33087,13,78.22,1016.86,2014-09-24 15:25:44
642753,Pollich LLC,S2-10342,46,36.3,1669.8,2014-09-24 16:32:57
218895,Kulas Inc,B1-53636,25,88.31,2207.75,2014-09-25 14:19:07
604255,"Halvorson, Crona and Champlin",S2-34077,16,68.58,1097.28,2014-09-25 22:33:59
672390,Kuhn-Gusikowski,B1-53636,1,15.89,15.89,2014-09-26 01:44:02
527099,Sanford and Sons,S2-77896,25,70.49,1762.25,2014-09-26 02:07:14
163416,Purdy-Kunde,S1-47412,6,18.62,111.72,2014-09-26 16:35:01
141962,Herman LLC,S2-23246,37,93.57,3462.09,2014-09-26 18:46:18
786968,"Frami, Hills and Schmidt",S2-10342,8,22.69,181.52,2014-09-26 21:55:42
307599,"Kassulke, Ondricka and Metz",S1-82801,30,86.96,2608.8,2014-09-27 03:02:17
424914,White-Trantow,S2-11481,12,58.48,701.76,2014-09-27 08:53:12
714466,Trantow-Barrows,B1-53102,41,55.68,2282.88,2014-09-27 10:42:48
239344,Stokes LLC,S1-30248,31,43.76,1356.56,2014-09-28 09:44:17
604255,"Halvorson, Crona and Champlin",B1-86481,10,65.09,650.9,2014-09-28 17:29:18
737550,"Fritsch, Russel and Anderson",S2-00301,33,90.1,2973.3,2014-09-28 22:23:36
740150,Barton LLC,B1-86481,24,35.4,849.6,2014-09-28 22:48:05
383080,Will LLC,B1-38851,22,59.48,1308.56,2014-09-29 09:59:33
141962,Herman LLC,B1-20000,27,86.57,2337.39,2014-09-29 10:07:43
672390,Kuhn-Gusikowski,S1-06532,43,14.3,614.9,2014-09-29 12:33:00
307599,"Kassulke, Ondricka and Metz",S2-82423,13,21.05,273.65,2014-09-29 15:58:34
688981,Keeling LLC,B1-20000,28,56.42,1579.76,2014-09-29 17:55:23
714466,Trantow-Barrows,S1-50961,30,75.32,2259.6,2014-09-30 01:03:08
412290,Jerde-Hilpert,S1-06532,40,61.86,2474.4,2014-09-30 05:15:44
218895,Kulas Inc,S2-34077,21,91.12,1913.52,2014-09-30 19:36:26
307599,"Kassulke, Ondricka and Metz",B1-50809,25,56.63,1415.75,2014-10-01 10:56:32
737550,"Fritsch, Russel and Anderson",S2-82423,38,45.17,1716.46,2014-10-01 16:17:24
737550,"Fritsch, Russel and Anderson",S1-47412,6,68.68,412.08,2014-10-01 22:28:49
146832,Kiehn-Spinka,S2-11481,13,18.8,244.4,2014-10-02 00:31:01
424914,White-Trantow,B1-53102,9,94.47,850.23,2014-10-02 02:48:26
688981,Keeling LLC,S2-82423,19,29.17,554.23,2014-10-02 04:02:07
740150,Barton LLC,S1-47412,-1,48.18,-48.18,2014-10-02 10:32:41
257198,"Cronin, Oberbrunner and Spencer",B1-20000,5,61.96,309.8,2014-10-03 13:41:57
740150,Barton LLC,B1-65551,5,68.06,340.3,2014-10-03 15:24:07
714466,Trantow-Barrows,B1-69924,32,54.51,1744.32,2014-10-03 17:56:45
527099,Sanford and Sons,B1-69924,-1,57.76,-57.76,2014-10-04 06:20:29
729833,Koepp Ltd,S2-11481,44,75.16,3307.04,2014-10-04 23:35:32
642753,Pollich LLC,B1-33087,26,34.33,892.58,2014-10-05 17:30:56
383080,Will LLC,S1-47412,27,13.76,371.52,2014-10-06 00:06:47
412290,Jerde-Hilpert,B1-86481,8,10.17,81.36,2014-10-06 01:02:18
786968,"Frami, Hills and Schmidt",B1-69924,28,72.09,2018.52,2014-10-06 02:47:32
257198,"Cronin, Oberbrunner and Spencer",S2-11481,38,92.78,3525.64,2014-10-06 10:27:58
740150,Barton LLC,S1-47412,38,66.36,2521.68,2014-10-06 11:38:52
714466,Trantow-Barrows,S1-06532,10,50.18,501.8,2014-10-06 16:47:32
786968,"Frami, Hills and Schmidt",S1-27722,9,37.53,337.77,2014-10-06 20:26:30
527099,Sanford and Sons,S2-77896,41,22.7,930.7,2014-10-06 23:09:32
642753,Pollich LLC,S1-27722,37,56.11,2076.07,2014-10-07 00:16:12
412290,Jerde-Hilpert,B1-53102,23,94.64,2176.72,2014-10-07 11:05:39
642753,Pollich LLC,S1-30248,10,91.04,910.4,2014-10-07 17:04:28
239344,Stokes LLC,S2-16558,8,75.22,601.76,2014-10-07 19:14:48
163416,Purdy-Kunde,S2-16558,6,10.7,64.2,2014-10-07 19:15:08
672390,Kuhn-Gusikowski,S2-83881,18,63.22,1137.96,2014-10-07 21:11:14
307599,"Kassulke, Ondricka and Metz",S2-23246,6,88.9,533.4,2014-10-08 06:19:50
424914,White-Trantow,S2-10342,25,58.54,1463.5,2014-10-08 07:31:40
163416,Purdy-Kunde,S1-27722,22,34.41,757.02,2014-10-08 09:01:18
163416,Purdy-Kunde,B1-33087,7,79.29,555.03,2014-10-08 15:39:13
672390,Kuhn-Gusikowski,B1-38851,30,94.64,2839.2,2014-10-09 00:22:33
688981,Keeling LLC,S2-83881,30,12.13,363.9,2014-10-09 05:54:10
257198,"Cronin, Oberbrunner and Spencer",S2-34077,13,12.24,159.12,2014-10-10 02:59:06
740150,Barton LLC,S1-65481,28,53,1484,2014-10-10 15:08:53
146832,Kiehn-Spinka,S1-27722,15,64.39,965.85,2014-10-10 18:24:01
257198,"Cronin, Oberbrunner and Spencer",S2-16558,3,35.34,106.02,2014-10-11 01:48:13
737550,"Fritsch, Russel and Anderson",B1-53636,10,56.95,569.5,2014-10-11 10:25:53
737550,"Fritsch, Russel and Anderson",S1-06532,36,40.42,1455.12,2014-10-11 20:04:09
729833,Koepp Ltd,B1-53102,6,39.89,239.34,2014-10-11 20:43:21
163416,Purdy-Kunde,S1-06532,34,79.87,2715.58,2014-10-12 01:21:27
737550,"Fritsch, Russel and Anderson",B1-33087,8,66.92,535.36,2014-10-12 07:35:14
239344,Stokes LLC,S1-93683,3,17.43,52.29,2014-10-12 08:56:05
737550,"Fritsch, Russel and Anderson",B1-65551,17,58.4,992.8,2014-10-12 09:25:23
218895,Kulas Inc,S1-50961,13,86.24,1121.12,2014-10-12 19:25:44
163416,Purdy-Kunde,S2-83881,14,57.42,803.88,2014-10-13 04:28:25
714466,Trantow-Barrows,B1-05914,7,47.64,333.48,2014-10-13 11:02:10
218895,Kulas Inc,B1-33087,47,44.87,2108.89,2014-10-13 11:47:24
604255,"Halvorson, Crona and Champlin",B1-33364,8,40.4,323.2,2014-10-13 12:18:56
163416,Purdy-Kunde,S1-82801,26,64.5,1677,2014-10-13 19:20:41
672390,Kuhn-Gusikowski,S2-23246,11,97.68,1074.48,2014-10-13 20:38:09
141962,Herman LLC,B1-38851,23,66.27,1524.21,2014-10-13 21:17:42
218895,Kulas Inc,S1-30248,9,14.35,129.15,2014-10-13 23:35:43
146832,Kiehn-Spinka,S1-82801,33,84.83,2799.39,2014-10-14 02:25:18
257198,"Cronin, Oberbrunner and Spencer",S2-34077,30,66.85,2005.5,2014-10-14 05:16:12
383080,Will LLC,B1-04202,1,99.47,99.47,2014-10-14 08:29:06
218895,Kulas Inc,S2-77896,35,67.44,2360.4,2014-10-14 11:49:28
257198,"Cronin, Oberbrunner and Spencer",S2-82423,38,29.12,1106.56,2014-10-14 12:53:41
714466,Trantow-Barrows,S1-82801,13,44.27,575.51,2014-10-14 14:34:47
412290,Jerde-Hilpert,B1-86481,3,54.88,164.64,2014-10-14 17:17:23
737550,"Fritsch, Russel and Anderson",B1-20000,12,36.79,441.48,2014-10-15 01:35:36
737550,"Fritsch, Russel and Anderson",S1-50961,34,16.15,549.1,2014-10-15 06:41:07
412290,Jerde-Hilpert,S1-50961,1,34.27,34.27,2014-10-15 07:54:10
642753,Pollich LLC,S1-30248,35,43.02,1505.7,2014-10-15 12:00:24
424914,White-Trantow,B1-33087,20,99.11,1982.2,2014-10-16 17:57:44
412290,Jerde-Hilpert,S2-34077,44,64.51,2838.44,2014-10-16 22:37:28
642753,Pollich LLC,B1-04202,4,87.7,350.8,2014-10-17 01:15:37
740150,Barton LLC,S1-50961,13,21.75,282.75,2014-10-17 02:18:13
672390,Kuhn-Gusikowski,B1-53636,32,52.71,1686.72,2014-10-17 03:30:06
424914,White-Trantow,S2-23246,39,87.68,3419.52,2014-10-17 14:34:15
257198,"Cronin, Oberbrunner and Spencer",S2-16558,15,57.8,867,2014-10-18 11:15:53
239344,Stokes LLC,B1-38851,26,68.81,1789.06,2014-10-18 12:15:20
604255,"Halvorson, Crona and Champlin",B1-53102,41,55.05,2257.05,2014-10-18 19:27:01
141962,Herman LLC,S1-50961,40,35.36,1414.4,2014-10-18 20:40:25
307599,"Kassulke, Ondricka and Metz",B1-53102,41,93.7,3841.7,2014-10-18 23:25:10
239344,Stokes LLC,S2-11481,2,33.63,67.26,2014-10-19 02:12:26
239344,Stokes LLC,B1-38851,35,80.06,2802.1,2014-10-19 04:53:24
740150,Barton LLC,B1-33364,31,11.75,364.25,2014-10-19 15:04:39
412290,Jerde-Hilpert,B1-86481,17,32.21,547.57,2014-10-19 15:25:02
424914,White-Trantow,B1-38851,45,46.74,2103.3,2014-10-19 16:03:07
424914,White-Trantow,B1-33364,46,92.43,4251.78,2014-10-20 10:39:02
257198,"Cronin, Oberbrunner and Spencer",S1-30248,24,27.49,659.76,2014-10-20 17:07:53
737550,"Fritsch, Russel and Anderson",S2-83881,40,30.81,1232.4,2014-10-20 19:04:50
714466,Trantow-Barrows,B1-65551,46,93.48,4300.08,2014-10-21 03:51:43
786968,"Frami, Hills and Schmidt",B1-05914,42,26.36,1107.12,2014-10-21 04:33:14
424914,White-Trantow,B1-04202,27,54.04,1459.08,2014-10-22 02:58:20
527099,Sanford and Sons,B1-53636,23,26.44,608.12,2014-10-22 08:33:17
218895,Kulas Inc,S1-47412,43,67.06,2883.58,2014-10-22 13:09:21
714466,Trantow-Barrows,S2-10342,28,49.91,1397.48,2014-10-23 03:32:52
141962,Herman LLC,S1-82801,24,94.7,2272.8,2014-10-23 06:18:55
307599,"Kassulke, Ondricka and Metz",S2-77896,42,95.08,3993.36,2014-10-23 11:27:26
383080,Will LLC,B1-33087,38,42.53,1616.14,2014-10-23 14:44:06
786968,"Frami, Hills and Schmidt",S2-10342,43,69.18,2974.74,2014-10-23 18:33:41
218895,Kulas Inc,B1-33364,42,62.06,2606.52,2014-10-23 22:26:30
672390,Kuhn-Gusikowski,S2-82423,35,83.46,2921.1,2014-10-24 04:43:25
307599,"Kassulke, Ondricka and Metz",B1-33087,17,20.19,343.23,2014-10-24 10:16:00
729833,Koepp Ltd,S2-00301,11,34.87,383.57,2014-10-24 11:37:33
412290,Jerde-Hilpert,S1-47412,39,60.8,2371.2,2014-10-24 12:56:05
714466,Trantow-Barrows,S2-78676,2,87.13,174.26,2014-10-24 13:01:25
737550,"Fritsch, Russel and Anderson",S2-16558,34,81.82,2781.88,2014-10-24 21:56:59
146832,Kiehn-Spinka,B1-33087,12,22.95,275.4,2014-10-25 00:33:02
786968,"Frami, Hills and Schmidt",B1-50809,17,27.87,473.79,2014-10-25 05:11:41
672390,Kuhn-Gusikowski,B1-04202,4,76.38,305.52,2014-10-25 05:42:43
141962,Herman LLC,S1-65481,6,10.03,60.18,2014-10-25 07:53:56
257198,"Cronin, Oberbrunner and Spencer",S1-50961,17,34.41,584.97,2014-10-25 18:53:56
163416,Purdy-Kunde,S2-82423,35,80.28,2809.8,2014-10-25 19:31:45
642753,Pollich LLC,B1-53636,9,42.17,379.53,2014-10-25 21:37:13
714466,Trantow-Barrows,S2-83881,18,57.63,1037.34,2014-10-25 22:44:03
672390,Kuhn-Gusikowski,B1-33364,29,20.51,594.79,2014-10-26 07:03:21
642753,Pollich LLC,S2-23246,18,28.06,505.08,2014-10-26 23:30:22
786968,"Frami, Hills and Schmidt",B1-04202,25,64.42,1610.5,2014-10-27 06:22:29
218895,Kulas Inc,B1-65551,44,38.48,1693.12,2014-10-27 13:59:49
729833,Koepp Ltd,B1-04202,45,99.6,4482,2014-10-27 14:17:23
412290,Jerde-Hilpert,B1-04202,5,15.04,75.2,2014-10-28 01:10:38
424914,White-Trantow,S2-23246,46,94.94,4367.24,2014-10-28 03:16:54
383080,Will LLC,S2-78676,38,51.14,1943.32,2014-10-28 05:38:17
740150,Barton LLC,S2-34077,48,91.81,4406.88,2014-10-28 18:11:24
604255,"Halvorson, Crona and Champlin",S1-50961,16,68.73,1099.68,2014-10-29 01:04:10
604255,"Halvorson, Crona and Champlin",S1-65481,23,71.23,1638.29,2014-10-29 04:51:06
383080,Will LLC,S1-47412,23,37.36,859.28,2014-10-29 05:41:54
383080,Will LLC,S2-77896,40,54.89,2195.6,2014-10-29 06:40:40
729833,Koepp Ltd,B1-05914,5,77.17,385.85,2014-10-29 07:44:57
218895,Kulas Inc,B1-53636,30,95.05,2851.5,2014-10-30 23:03:36
527099,Sanford and Sons,S1-30248,12,18.14,217.68,2014-10-31 00:41:30
163416,Purdy-Kunde,S1-06532,21,53.18,1116.78,2014-10-31 15:35:58
412290,Jerde-Hilpert,S1-47412,47,66.21,3111.87,2014-10-31 18:47:19
239344,Stokes LLC,S1-82801,49,60.19,2949.31,2014-11-01 08:29:58
714466,Trantow-Barrows,S2-77896,20,68.35,1367,2014-11-01 14:26:14
642753,Pollich LLC,S1-93683,22,26.65,586.3,2014-11-02 01:12:32
218895,Kulas Inc,B1-38851,41,43.39,1778.99,2014-11-02 02:41:41
604255,"Halvorson, Crona and Champlin",B1-05914,22,61.99,1363.78,2014-11-02 02:55:02
383080,Will LLC,S2-77896,48,16.05,770.4,2014-11-02 03:40:51
527099,Sanford and Sons,B1-04202,27,26.98,728.46,2014-11-02 06:47:44
239344,Stokes LLC,S1-27722,39,25.63,999.57,2014-11-02 11:01:47
163416,Purdy-Kunde,B1-69924,48,49.5,2376,2014-11-03 05:09:20
714466,Trantow-Barrows,S2-10342,44,35.28,1552.32,2014-11-03 23:59:41
786968,"Frami, Hills and Schmidt",S1-82801,46,13.53,622.38,2014-11-04 00:43:34
527099,Sanford and Sons,B1-38851,21,58.6,1230.6,2014-11-04 08:53:34
218895,Kulas Inc,B1-65551,20,29.39,587.8,2014-11-04 17:03:08
412290,Jerde-Hilpert,S1-47412,18,51.86,933.48,2014-11-04 17:07:03
424914,White-Trantow,S2-11481,29,38.77,1124.33,2014-11-04 22:23:09
412290,Jerde-Hilpert,B1-38851,12,98.07,1176.84,2014-11-05 00:28:16
729833,Koepp Ltd,S2-00301,10,98.96,989.6,2014-11-05 09:29:47
412290,Jerde-Hilpert,S2-11481,11,95.98,1055.78,2014-11-05 12:35:07
412290,Jerde-Hilpert,B1-04202,10,33.88,338.8,2014-11-05 18:07:03
786968,"Frami, Hills and Schmidt",S2-82423,35,51.49,1802.15,2014-11-05 19:02:24
672390,Kuhn-Gusikowski,S2-23246,-1,58.03,-58.03,2014-11-05 22:01:27
383080,Will LLC,S2-11481,32,54.19,1734.08,2014-11-06 06:08:46
146832,Kiehn-Spinka,S1-27722,1,22.47,22.47,2014-11-06 14:52:26
729833,Koepp Ltd,B1-53636,-1,22.18,-22.18,2014-11-06 15:28:29
729833,Koepp Ltd,S2-23246,47,45.16,2122.52,2014-11-06 17:39:28
307599,"Kassulke, Ondricka and Metz",B1-04202,33,50.7,1673.1,2014-11-08 01:58:49
218895,Kulas Inc,B1-05914,2,43.22,86.44,2014-11-08 14:05:10
688981,Keeling LLC,S2-16558,4,98.79,395.16,2014-11-08 20:32:21
424914,White-Trantow,B1-53636,42,15.34,644.28,2014-11-09 18:25:27
786968,"Frami, Hills and Schmidt",S2-16558,3,50.24,150.72,2014-11-10 16:46:54
714466,Trantow-Barrows,S1-06532,-1,64.63,-64.63,2014-11-10 16:57:48
